llparte,CodAcc2,aaaa,mes,dia,dia_mes,hora,horarecode,Ncod_canton,Ncod_distrito,NX_WGS84,NY_WGS84,lugar_hechos,Total_Involucrados,dano_ileso_sum,dano_leve_sum,dano_grave_sum,dano_muerto_sum
2014-316900052,Colisión entre vehículos,2014,Octubre,Lunes,13,17,12:00-17:59,Heredia,Heredia,-84.11338362,10.00114452,Heredia-Heredia-Heredia DEL REST COWBOY 100M OESTE,3,2,1,0,0
2014-43900192,Colisión entre vehículos,2014,Junio,Domingo,29,20,18:00-23:59,Heredia,Heredia,-84.11589,10.00136,Heredia-Heredia-Heredia ESQUINA NOROESTE PARQUE DELAS EMBARAZADAS,3,2,1,0,0
2014-43900230,Colisión entre vehículos,2014,Setiembre,Martes,9,13,12:00-17:59,Heredia,Ulloa,-84.11049,9.962319996,Heredia-Heredia-Heredia SEMAFOROS PEATONAL DEL VIRILLA RUTA 3,4,2,2,0,0
2014-43900294,Colisión entre vehículos,2014,Noviembre,Viernes,7,9,06:00-11:59,Heredia,Ulloa,-84.11371671,9.968606824,Heredia-Heredia-Ulloa CRUCE SEMAFOROS DE LA VALENCIA  75 NORTE,1,0,1,0,0
2014-43900345,Colisión entre vehículos,2014,Diciembre,Viernes,19,19,18:00-23:59,Heredia,San Francisco,-84.14574229,9.999319806,Heredia-Heredia-San Francisco FRENTE A ENTRADA AUTO MERCADO RUTA 3,4,2,2,0,0
2014-57300007,Colisión entre vehículos,2014,Enero,Domingo,12,3,00:00-05:59,Heredia,Heredia,-84.116785,10.004915,Heredia-Heredia-Heredia Del Automercado 100 al Sur Licorera Charly`s,2,1,1,0,0
2014-57300033,Colisión entre vehículos,2014,Abril,Viernes,11,1,00:00-05:59,Heredia,Heredia,-84.11683833,10.000625,Heredia-Heredia-Heredia De la Cruz Roja 20 metros al Norte Avenida 3 Calle 0,4,1,3,0,0
2014-57300035,Colisión entre vehículos,2014,Abril,Sábado,26,0,00:00-05:59,Heredia,Heredia,-84.11703833,10.00297833,Heredia-Heredia-Heredia De la Fuerza Pública de Heredia 150 al Norte,5,1,4,0,0
2014-57300075,Colisión entre vehículos,2014,Agosto,Domingo,17,3,00:00-05:59,Heredia,Ulloa,-84.11004667,9.961598331,Heredia-Heredia-Ulloa Ruta#3 del Politécnico Internacional 50 al Este sobre El P,6,1,2,0,3
2014-57300092,Colisión entre vehículos,2014,Octubre,Miércoles,1,23,18:00-23:59,Heredia,Heredia,-84.1168,10.00305,Heredia-Heredia-Heredia Avenida9 Calle0 de la Comandancia Policial de Heredia 1,2,1,1,0,0
2014-57300093,Colisión entre vehículos,2014,Octubre,Jueves,2,3,00:00-05:59,Heredia,Heredia,-84.114155,9.998543335,Heredia-Heredia-Heredia Del Restaurant El Principe 50 al Norte,2,1,1,0,0
2014-57300104,Colisión entre vehículos,2014,Octubre,Viernes,17,5,00:00-05:59,Heredia,Heredia,-84.1134,9.995910002,Heredia-Heredia-Heredia 100 al Oeste del Restaurant KFC,2,1,1,0,0
2014-57800008,Colisión entre vehículos,2014,Enero,Domingo,12,22,18:00-23:59,Heredia,Heredia,-84.11412028,10.00031046,200 OESTE ANTGUO COPI MUNDO,5,1,3,1,0
2014-57800024,Colisión entre vehículos,2014,Febrero,Martes,11,22,18:00-23:59,Heredia,Heredia,-84.120975,9.996456664,Heredia-Heredia-Heredia CALLE 10 AVENIDA 6-8 PARQUE LOS ANGELES 100 OESTE 25SUR,2,1,1,0,0
2014-57800026,Colisión entre vehículos,2014,Febrero,Viernes,14,23,18:00-23:59,Heredia,San Francisco,-84.11108833,9.989126664,Heredia-Heredia-San Francisco ESQUINA SURESTE ANTIGUA FOSFORERA RUTA 3,2,1,1,0,0
2014-57800053,Colisión entre vehículos,2014,Marzo,Domingo,23,1,00:00-05:59,Heredia,San Francisco,-84.11079833,9.988351666,Heredia-Heredia-San Francisco RUTA TRES COSTADO ESTE PLAZA BRATSI,3,2,1,0,0
2014-57800069,Colisión entre vehículos,2014,Julio,Jueves,3,0,00:00-05:59,Heredia,Mercedes,-84.13181667,9.999638333,Heredia-Heredia-Mercedes CUJUQUI SAN JORGE ESQUINA NORESTE SUPER GIGANTE,3,2,1,0,0
2014-57800105,Colisión entre vehículos,2014,Noviembre,Domingo,16,23,18:00-23:59,Heredia,Heredia,-84.11322333,9.995991665,Heredia-Heredia-Heredia PLAZA HEREDIA 100 OESTE,4,3,1,0,0
2014-57800114,Colisión entre vehículos,2014,Noviembre,Viernes,28,22,18:00-23:59,Heredia,Heredia,-84.12437833,9.996953336,Heredia-Heredia-Heredia BODEGAS BANCO NACIONAL ESQUINA SURESTE,2,1,1,0,0
2014-57800133,Colisión entre vehículos,2014,Diciembre,Sábado,13,2,00:00-05:59,Heredia,Heredia,-84.114475,9.990636664,Heredia-Heredia-Heredia IGLESIAS CATÓLICA NIÑO DE PRAGA 300 NORTE,4,1,3,0,0
2014-64200038,Colisión entre vehículos,2014,Mayo,Jueves,8,10,06:00-11:59,Heredia,Heredia,-84.11929,9.998100004,Heredia-Heredia-Heredia Avenida 4 calle 6,5,2,3,0,0
2014-89400056,Colisión entre vehículos,2014,Marzo,Viernes,21,8,06:00-11:59,Heredia,Ulloa,-84.13483054,9.967466916,Heredia-Heredia-Ulloa RUTA  1- 25 OESTE PUENTE RIO VIRILLA,3,2,1,0,0
2014-92000078,Colisión entre vehículos,2014,Mayo,Miércoles,7,20,18:00-23:59,Heredia,Mercedes,-84.1172374,10.00678315,Heredia-Heredia-Heredia 75 MTS NORTE DEL AUTO MEERCADO,3,2,1,0,0
2014-92000107,Colisión entre vehículos,2014,Junio,Miércoles,18,18,18:00-23:59,Heredia,San Francisco,-84.10926,9.982640001,Heredia-Heredia-San Francisco RUTA 3 FRENTE AL PRICE SMART,3,2,1,0,0
2014-92000309,Colisión entre vehículos,2014,Diciembre,Viernes,26,13,12:00-17:59,Heredia,San Francisco,-84.11209667,9.975973331,Heredia-Heredia-San Francisco RUTA 3 FRENTE A MABE,5,3,2,0,0
2014-92000313,Colisión entre vehículos,2014,Diciembre,Miércoles,31,18,18:00-23:59,Heredia,Ulloa,-84.1321424,9.983577594,Heredia-Heredia-Ulloa LA CARPINTERA  FRENTE A SUPER EL GIRASOL,3,1,2,0,0
2014-94500048,Colisión entre vehículos,2014,Marzo,Domingo,9,19,18:00-23:59,Heredia,Ulloa,-84.14842584,9.97370856,Heredia-Belén-Asuncion ruta 1 sentido 1-2  km 9   400 este de los Arcos,2,1,1,0,0
2014-94500152,Colisión entre vehículos,2014,Julio,Martes,1,18,18:00-23:59,Heredia,Ulloa,-84.15699879,9.977712885,Heredia-Belén-Asuncion 100 norte antiguo hotel Cariari,2,1,1,0,0
2014-94500173,Colisión entre vehículos,2014,Julio,Viernes,25,11,06:00-11:59,Heredia,Ulloa,-84.13973,9.970159997,Heredia-Heredia-Ulloa ruta 1 sentido 2-1 km 8 300 oeste del Csstella,3,2,1,0,0
2014-9600009,Colisión entre vehículos,2014,Agosto,Lunes,4,15,12:00-17:59,Heredia,Ulloa,-84.13545477,9.967921089,San José-San José-Uruca 100 DESPUES DEL PUENTE VIRIILA SENTIDO SAN JOSE ALAJUEL,2,1,1,0,0
2014-96000096,Colisión entre vehículos,2014,Marzo,Jueves,20,19,18:00-23:59,Heredia,Heredia,-84.10984,9.997200002,Heredia-San Pablo-San Pablo Diagonal Colegio Maria Auxiliadora,3,2,1,0,0
2014-96000127,Colisión entre vehículos,2014,Abril,Sábado,12,10,06:00-11:59,Heredia,Heredia,-84.11411651,9.99858523,Heredia-Heredia-Heredia Frente a AM PM,3,1,2,0,0
2014-96700062,Colisión entre vehículos,2014,Marzo,Lunes,17,9,06:00-11:59,Heredia,Ulloa,-84.13527,9.97144,Heredia-Heredia-Ulloa diagonal a la Renault Barreal,2,1,1,0,0
2014-96700114,Colisión entre vehículos,2014,Setiembre,Lunes,29,9,06:00-11:59,Heredia,Heredia,-84.11334,9.999340001,Heredia-Heredia-Heredia calle 7 avenida 1 del vulevar 100 mts sur,5,2,3,0,0
2014-96700136,Colisión entre vehículos,2014,Noviembre,Domingo,2,11,06:00-11:59,Heredia,Heredia,-84.11589,10.00052,Heredia-Heredia-Heredia diagonal a ginnacio del Liceo de Heredia,3,2,1,0,0
2015-10000019,Colisión entre vehículos,2015,Enero,Jueves,22,19,18:00-23:59,Heredia,Heredia,-84.116215,10.000735,Heredia-Heredia-Heredia AV 3 CALLE 1,2,1,1,0,0
2015-10000079,Colisión entre vehículos,2015,Marzo,Martes,10,14,12:00-17:59,Heredia,Heredia,-84.12012364,9.99410021,Heredia-Heredia-Heredia AV 12 CALLE 8,4,2,2,0,0
2015-10000088,Colisión entre vehículos,2015,Marzo,Lunes,16,21,18:00-23:59,Heredia,San Francisco,-84.1319163,9.996231857,Heredia-Heredia-San Francisco 100 OESTE  ESC SN FCO,2,1,1,0,0
2015-10000096,Colisión entre vehículos,2015,Marzo,Martes,24,13,12:00-17:59,Heredia,Heredia,-84.12098078,10.00345874,Heredia-Heredia-Heredia AV 9 CALLE  10 HEREDIA,2,1,1,0,0
2015-10000115,Colisión entre vehículos,2015,Abril,Lunes,6,8,06:00-11:59,Heredia,Heredia,-84.11925379,9.99818782,Heredia-Heredia-Heredia AV 2 CALLE 6 HEREDIA,2,1,1,0,0
2015-10000182,Colisión entre vehículos,2015,Mayo,Miércoles,27,14,12:00-17:59,Heredia,Heredia,-84.111586,10.00142,Heredia-Heredia-Heredia FRENTE A OVSICORI,2,1,1,0,0
2015-10000208,Colisión entre vehículos,2015,Junio,Martes,9,10,06:00-11:59,Heredia,Heredia,-84.114175,10.00279,Heredia-Heredia-Heredia AV 9 CALLE  5,2,0,2,0,0
2015-10000274,Colisión entre vehículos,2015,Setiembre,Miércoles,23,14,12:00-17:59,Heredia,Heredia,-84.11921167,9.999106666,Heredia-Heredia-Heredia,2,1,1,0,0
2015-10000324,Colisión entre vehículos,2015,Noviembre,Miércoles,4,20,18:00-23:59,Heredia,Heredia,-84.11500167,9.995915,Heredia-Heredia-Heredia AV 6 CALLE  3 COLISIÓN CON EL BHQ-369,4,0,4,0,0
2015-10000342,Colisión entre vehículos,2015,Noviembre,Domingo,15,14,12:00-17:59,Heredia,Heredia,-84.11589,10.00047333,Heredia-Heredia-Heredia AV 3 CALLE 1,2,1,1,0,0
2015-10000354,Colisión entre vehículos,2015,Noviembre,Viernes,20,21,18:00-23:59,Heredia,Ulloa,-84.149655,9.985313333,Heredia-Heredia-Ulloa 500 NORTE  MEDIAS CASINO,3,2,1,0,0
2015-10000404,Colisión entre vehículos,2015,Diciembre,Martes,22,17,12:00-17:59,Heredia,Heredia,-84.11326,10.00263167,Heredia-Heredia-Heredia AV 9 CALLE 7,5,2,3,0,0
2015-15000003,Colisión entre vehículos,2015,Febrero,Jueves,5,7,06:00-11:59,Heredia,Heredia,-84.11588335,9.999561205,Heredia-Heredia-Heredia 100 Oeste del ICE,3,2,1,0,0
2015-202300159,Colisión entre vehículos,2015,Junio,Viernes,26,13,12:00-17:59,Heredia,Ulloa,-84.14285167,9.971516667,Heredia-Heredia-Ulloa RUTA1 SAN JOSE ALAJUELA KILOGRAMO 8,4,3,1,0,0
2015-213200126,Colisión entre vehículos,2015,Junio,Sábado,20,5,00:00-05:59,Heredia,Heredia,-84.116769,10.00048,Heredia-Heredia-Heredia 25 metros norte de la cruz roja de Heredia,3,2,1,0,0
2015-222600041,Colisión entre vehículos,2015,Febrero,Sábado,7,19,18:00-23:59,Heredia,San Francisco,-84.14039743,9.997729305,"Heredia-Heredia-San Francisco 200 Oeste de Quiropractico, fte. Residencial San A",5,4,1,0,0
2015-222600065,Colisión entre vehículos,2015,Marzo,Domingo,1,14,12:00-17:59,Heredia,Heredia,-84.11415871,9.998115376,Heredia-Heredia-Heredia 50 Sur Rest El Principe,2,1,1,0,0
2015-222600084,Colisión entre vehículos,2015,Marzo,Martes,17,15,12:00-17:59,Heredia,Mercedes,-84.12616679,9.99972569,Heredia-Heredia-Heredia Cubujuqui 25 Norte 25 Oeste Iglesia Catolica,3,1,2,0,0
2015-222600091,Colisión entre vehículos,2015,Marzo,Sábado,21,18,18:00-23:59,Heredia,Heredia,-84.1124239,9.995621222,"Heredia-Heredia-Heredia Centro, Ruta 3, 25 Norte Gasolinera La Esperanza.",3,2,1,0,0
2015-222600095,Colisión entre vehículos,2015,Marzo,Miércoles,25,12,12:00-17:59,Heredia,Heredia,-84.11913454,9.991969363,Heredia-Heredia-Heredia 100 Oeste del Cementerio. Cruce Urb. Bernardo Benavides.,5,3,2,0,0
2015-222600118,Colisión entre vehículos,2015,Abril,Martes,14,16,12:00-17:59,Heredia,Heredia,-84.1209729,10.00127462,Heredia-Heredia-Heredia 50 Norte Funeraria La Piedad,2,1,1,0,0
2015-222600121,Colisión entre vehículos,2015,Abril,Sábado,18,14,12:00-17:59,Heredia,Heredia,-84.11915966,9.997342623,Heredia-Heredia-Heredia Centro fte Joyeria Eloga,3,2,1,0,0
2015-222600124,Colisión entre vehículos,2015,Abril,Lunes,20,7,06:00-11:59,Heredia,Heredia,-84.12180129,9.996753725,Heredia-Heredia-Heredia Esquina de Bodegas del Banco Nacional,4,0,4,0,0
2015-222600127,Colisión entre vehículos,2015,Abril,Miércoles,22,11,06:00-11:59,Heredia,Heredia,-84.1168373,10.00298415,Heredia-Heredia-Heredia 100 Norte de Comandancia fte a Panaderia Espalan,4,1,3,0,0
2015-222600129,Colisión entre vehículos,2015,Abril,Jueves,23,13,12:00-17:59,Heredia,Heredia,-84.11687362,10.00553484,Heredia-Heredia-Heredia Esquina Sur-Oeste Auto Mercado,2,1,1,0,0
2015-222600145,Colisión entre vehículos,2015,Mayo,Viernes,8,10,06:00-11:59,Heredia,Heredia,-84.11416529,9.996851522,Heredia-Heredia-Heredia Esquina Nor-Este Iglesia El Carmen,3,2,1,0,0
2015-222600163,Colisión entre vehículos,2015,Julio,Miércoles,15,8,06:00-11:59,Heredia,Heredia,-84.12266,9.996848,Heredia-Heredia-Heredia Esquina Nor-Este de Antiguo Hospital,2,1,1,0,0
2015-222600180,Colisión entre vehículos,2015,Agosto,Sábado,1,14,12:00-17:59,Heredia,Heredia,-84.115874,10.00039,Heredia-Heredia-Heredia Diagonal Gimnasio Liceo Hdia,3,2,1,0,0
2015-222600210,Colisión entre vehículos,2015,Setiembre,Sábado,5,16,12:00-17:59,Heredia,San Francisco,-84.113243,9.972855,Heredia-Heredia-San Francisco San Francisco Ruta 3 Entrada a Los Lagos Fte a Li,3,2,1,0,0
2015-222600211,Colisión entre vehículos,2015,Setiembre,Domingo,6,13,12:00-17:59,Heredia,San Francisco,-84.12704,9.994556667,Heredia-Heredia-San Francisco 150 Este Parte trasera de Wall Mart,2,0,2,0,0
2015-222600225,Colisión entre vehículos,2015,Setiembre,Miércoles,23,13,12:00-17:59,Heredia,Heredia,-84.121797,9.992184,Heredia-Heredia-Heredia Costado Norte Hospital Nuevo,2,1,1,0,0
2015-222600268,Colisión entre vehículos,2015,Diciembre,Jueves,10,19,18:00-23:59,Heredia,Mercedes,-84.14267914,10.00373319,Heredia-Heredia-Mercedes Mercedez Sur 100 Oeste de Pali,1,0,1,0,0
2015-222600278,Colisión entre vehículos,2015,Diciembre,Domingo,20,19,18:00-23:59,Heredia,San Francisco,-84.14874167,9.989188333,"Heredia-Heredia-San Francisco 200 Este Semaforos, fte. Iglesia Bautista.",2,1,1,0,0
2015-233100115,Colisión entre vehículos,2015,Marzo,Viernes,27,13,12:00-17:59,Heredia,Heredia,-84.118425,9.995594445,Heredia-Heredia-Heredia de la musmani 100 oeste,3,1,2,0,0
2015-233100321,Colisión entre vehículos,2015,Octubre,Lunes,12,21,18:00-23:59,Heredia,Heredia,-84.110545,9.997336999,Heredia-Heredia-Heredia de la antigua burguer King 200mts este,3,1,2,0,0
2015-233900019,Colisión entre vehículos,2015,Mayo,Domingo,31,19,18:00-23:59,Heredia,Heredia,-84.114151,10.00358,Heredia-Heredia-Heredia DE POLLLOS EL CANTOR 100MTS NORTE,4,2,2,0,0
2015-233900037,Colisión entre vehículos,2015,Junio,Sábado,13,11,06:00-11:59,Heredia,Ulloa,-84.148935,9.980504999,Heredia-Heredia-Ulloa EN LA AURORA ENTRADA ESTE DE LA TIENDA CASINO,3,1,2,0,0
2015-233900069,Colisión entre vehículos,2015,Julio,Miércoles,8,6,06:00-11:59,Heredia,Heredia,-84.11336463,9.996848982,Heredia-Heredia-Heredia ESQUINA BAR 00,2,1,1,0,0
2015-233900116,Colisión entre vehículos,2015,Octubre,Miércoles,21,7,06:00-11:59,Heredia,Heredia,-84.114161,10.000279,Heredia-Heredia-Heredia AVENIDA:3 CALLE:5,2,1,1,0,0
2015-233900118,Colisión entre vehículos,2015,Octubre,Miércoles,21,13,12:00-17:59,Heredia,Heredia,-84.119075,9.992152,Heredia-Heredia-Heredia DEL BAR LA CASACADA 100MTS SUR,4,2,2,0,0
2015-233900172,Colisión entre vehículos,2015,Diciembre,Lunes,14,18,18:00-23:59,Heredia,Heredia,-84.11332315,10.00272572,Heredia-Heredia-Heredia AVENIDA 9 CALLE 7,3,2,1,0,0
2015-234500045,Colisión entre vehículos,2015,Abril,Sábado,25,0,00:00-05:59,Heredia,Ulloa,-84.1369,9.968533333,Heredia-Heredia-Ulloa FRENTE A CASTELLA,3,2,1,0,0
2015-234500048,Colisión entre vehículos,2015,Abril,Lunes,27,23,18:00-23:59,Heredia,Ulloa,-84.151825,9.975108333,Heredia-Heredia-Ulloa 350M E DE LOS ARCOS,4,3,1,0,0
2015-234800089,Colisión entre vehículos,2015,Febrero,Sábado,28,15,12:00-17:59,Heredia,San Francisco,-84.13454167,9.991794445,Heredia-Heredia-San Francisco CUESTA LA PANCHA RUTA TRES FRENTE AL FRESH MARKET,2,1,1,0,0
2015-234800198,Colisión entre vehículos,2015,Junio,Martes,23,7,06:00-11:59,Heredia,Heredia,-84.123449,10.00027,Heredia-Heredia-Heredia ESQUINA NOROESTE DEL ESTADIO DE HEREDIA,2,1,1,0,0
2015-234800206,Colisión entre vehículos,2015,Junio,Sábado,27,6,06:00-11:59,Heredia,Heredia,-84.11759736,9.999387147,Heredia-Heredia-Heredia CRUCE FARMACIA SOTO,4,2,2,0,0
2015-234800300,Colisión entre vehículos,2015,Octubre,Jueves,1,15,12:00-17:59,Heredia,Heredia,-84.115025,9.995320001,Heredia-Heredia-Heredia AVENIDA 8  CALLE 3 CRUCE CENTRO DE UÑAS,4,3,1,0,0
2015-234800327,Colisión entre vehículos,2015,Octubre,Domingo,18,12,12:00-17:59,Heredia,San Francisco,-84.14929648,9.989991188,Heredia-Heredia-San Francisco 100 SUR 75 OESTE DE REGIONAL DE LA FUERZA PUBLICA,2,1,0,1,0
2015-234800365,Colisión entre vehículos,2015,Noviembre,Sábado,14,21,18:00-23:59,Heredia,San Francisco,-84.10978008,9.985551094,Heredia-Heredia-San Francisco RUTA TRES FRENTE A ROSTI POLLOS PASEO LAS FLORES,2,1,1,0,0
2015-234800386,Colisión entre vehículos,2015,Diciembre,Lunes,7,20,18:00-23:59,Heredia,San Francisco,-84.11121415,9.989404786,Heredia-Heredia-San Francisco RUTA TRES FRENTE A GASOLINERA LA ESPERANZA,4,2,2,0,0
2015-234800401,Colisión entre vehículos,2015,Diciembre,Domingo,20,14,12:00-17:59,Heredia,Heredia,-84.12013165,9.993266293,Heredia-Heredia-Heredia AVENIDA 14 CALLE 8  CRUCE DE LA ESCUELA DEL SUR,3,1,2,0,0
2015-234800405,Colisión entre vehículos,2015,Diciembre,Martes,22,15,12:00-17:59,Heredia,Heredia,-84.11761122,10.00151872,Heredia-Heredia-Heredia AVENIDA 5 CALLE 2,2,1,1,0,0
2015-236400022,Colisión entre vehículos,2015,Enero,Viernes,30,11,06:00-11:59,Heredia,Heredia,-84.1218,9.996736111,Heredia-Heredia-Heredia Cruce entre calle 12 avenida 6,5,2,3,0,0
2015-236400054,Colisión entre vehículos,2015,Marzo,Domingo,1,18,18:00-23:59,Heredia,Ulloa,-84.12972222,9.968861111,Heredia-Heredia-Ulloa Del Super Girasol 200 al oeste,3,2,1,0,0
2015-236400149,Colisión entre vehículos,2015,Mayo,Martes,19,11,06:00-11:59,Heredia,Heredia,-84.12179333,10.000295,Heredia-Heredia-Heredia entre calle 12avenida 1-3,2,1,1,0,0
2015-236400186,Colisión entre vehículos,2015,Julio,Domingo,26,18,18:00-23:59,Heredia,Heredia,-84.120989,10.00093,"Heredia-Heredia-Heredia Cruce avenida 3,calle 10.",7,3,4,0,0
2015-236400254,Colisión entre vehículos,2015,Setiembre,Domingo,13,13,12:00-17:59,Heredia,Heredia,-84.116695,9.995865,Heredia-Heredia-Heredia cruce calle oavenida 6,4,2,2,0,0
2015-236400270,Colisión entre vehículos,2015,Setiembre,Viernes,25,14,12:00-17:59,Heredia,Mercedes,-84.13141,9.99965,Heredia-Heredia-Mercedes Costado este Super Gigante San JorgeMercedes Sur,2,1,1,0,0
2015-236400281,Colisión entre vehículos,2015,Setiembre,Miércoles,30,11,06:00-11:59,Heredia,Heredia,-84.123465,9.999445,Heredia-Heredia-Heredia costado este de Bomberos,3,1,2,0,0
2015-237400151,Colisión entre vehículos,2015,Junio,Lunes,22,13,12:00-17:59,Heredia,Heredia,-84.121794,9.992168,Heredia-Heredia-Heredia FRENTE A HOSPITAL SAN VICENTE DE PAUL,1,0,1,0,0
2015-237400159,Colisión entre vehículos,2015,Julio,Jueves,2,15,12:00-17:59,Heredia,Ulloa,-84.120849,9.987887,Heredia-Heredia-San Francisco 50 SUR DE ESQUINA SUR ESTE DE HOSPITAL SAN VICENT,3,1,2,0,0
2015-237400161,Colisión entre vehículos,2015,Julio,Jueves,2,15,12:00-17:59,Heredia,Heredia,-84.114169,10.0028,Heredia-Heredia-Heredia ESQUINA DE POLLOS EL CANTOR,3,1,2,0,0
2015-237400162,Colisión entre vehículos,2015,Julio,Sábado,4,21,18:00-23:59,Heredia,Heredia,-84.11592477,10.00044275,Heredia-Heredia-Heredia 100 NORTE DE ICE--DAÑOS ANGULO DELANTERO DERECHO,3,1,2,0,0
2015-237400220,Colisión entre vehículos,2015,Octubre,Jueves,1,16,12:00-17:59,Heredia,Heredia,-84.11409203,10.00028418,Heredia-Heredia-Heredia CALLE 5 AVENIDA 3,2,1,1,0,0
2015-237400267,Colisión entre vehículos,2015,Noviembre,Miércoles,25,15,12:00-17:59,Heredia,Heredia,-84.11330966,9.999366915,Heredia-Heredia-Heredia AVENIDA 1 CALLE 7--DIAGGONAL LICORERA LA U,4,3,1,0,0
2015-238400014,Colisión entre vehículos,2015,Enero,Sábado,10,19,18:00-23:59,Heredia,Heredia,-84.12320667,9.996836667,Heredia-Heredia-Heredia Diagonal a Hospital Viejo,3,2,1,0,0
2015-238800038,Colisión entre vehículos,2015,Febrero,Sábado,28,3,00:00-05:59,Heredia,San Francisco,-84.13966111,9.997494445,Heredia-Heredia-San Francisco LA PALMA QUIROPRACTICO 100MTS OESTE,3,0,3,0,0
2015-238800045,Colisión entre vehículos,2015,Marzo,Sábado,7,3,00:00-05:59,Heredia,Heredia,-84.11348333,9.996895,Heredia-Heredia-Heredia AVENIDA 4 CALLE 7,3,2,1,0,0
2015-238800104,Colisión entre vehículos,2015,Junio,Sábado,6,2,00:00-05:59,Heredia,Heredia,-84.116245,10.00280333,Heredia-Heredia-Heredia AVENIDA 9 CALLE 0,2,1,1,0,0
2015-238800129,Colisión entre vehículos,2015,Julio,Sábado,25,5,00:00-05:59,Heredia,Heredia,-84.12183667,9.994253333,Heredia-Heredia-Heredia AVENIDA 12 CALLE 12 MUFLAS TRESIBA,10,1,9,0,0
2015-238800140,Colisión entre vehículos,2015,Agosto,Miércoles,12,22,18:00-23:59,Heredia,Heredia,-84.11887333,9.99926,"Heredia-Heredia-Heredia AVENIDA 0, CALLE 6.",3,2,1,0,0
2015-238800185,Colisión entre vehículos,2015,Octubre,Domingo,25,0,00:00-05:59,Heredia,San Francisco,-84.118531,9.978887,Heredia-Heredia-San Francisco GUARARI ESQUINA NOROESTE ESCUELA PUBLICA,2,1,1,0,0
2015-239900021,Colisión entre vehículos,2015,Marzo,Domingo,8,3,00:00-05:59,Heredia,Ulloa,-84.14266833,9.970875,Heredia-Heredia-Ulloa Ruta1 sentido Alajuela - San Jose 600 mts Norte del Caste,3,1,2,0,0
2015-240600215,Colisión entre vehículos,2015,Diciembre,Domingo,20,5,00:00-05:59,Heredia,Ulloa,-84.13694349,9.968624748,Heredia-Heredia-Ulloa RUTA 1 KM6   ALTURA DE  PUENTE  DEL CASTELLA,3,1,1,0,1
2015-241600034,Colisión entre vehículos,2015,Febrero,Lunes,23,10,06:00-11:59,Heredia,Heredia,-84.12357167,10.000435,Heredia-Heredia-Heredia 200MTS NORTE DE ESTACION DE BOMBEROS,3,1,2,0,0
2015-241600184,Colisión entre vehículos,2015,Junio,Martes,23,17,12:00-17:59,Heredia,San Francisco,-84.13123833,9.996248333,Heredia-Heredia-San Francisco FRENTE A ESCUELA DE S FRANCISCO,5,2,3,0,0
2015-241600185,Colisión entre vehículos,2015,Junio,Jueves,25,14,12:00-17:59,Heredia,Heredia,-84.113287,9.994168001,Heredia-Heredia-Ulloa HEREDI PIRRO CRUCE DEL FERROCARRIL,1,0,0,1,0
2015-241600213,Colisión entre vehículos,2015,Julio,Viernes,17,9,06:00-11:59,Heredia,Ulloa,-84.15323833,9.981303334,Heredia-Heredia-Ulloa DE CENADA 75MTS OESTE,2,1,1,0,0
2015-241600230,Colisión entre vehículos,2015,Julio,Miércoles,29,7,06:00-11:59,Heredia,Heredia,-84.121595,9.996798333,Heredia-Heredia-Heredia FRENTE A BODEGAS DEL BN,3,2,1,0,0
